19.18 ;19.37 ;18.67 ;NC    ;19.51 ;18.82 ;18.99 ;19.66 ;NC    ;18.65 ;18.62 ;NC    ;NC    ;17.27 ;17.64 ;56.3   ;1016.12  ;04/09/2021 ;0:01:32 ; 6867 
19.18 ;19.37 ;18.66 ;NC    ;19.49 ;18.82 ;18.99 ;19.66 ;NC    ;18.66 ;18.62 ;NC    ;NC    ;17.29 ;17.65 ;57.7   ;1016.16  ;04/09/2021 ;0:03:21 ; 6868 
19.18 ;19.42 ;18.65 ;NC    ;19.44 ;18.82 ;18.99 ;19.68 ;NC    ;18.69 ;18.61 ;NC    ;NC    ;17.34 ;17.64 ;58.1   ;1016.18  ;04/09/2021 ;0:05:10 ; 6869 
19.18 ;19.34 ;18.65 ;NC    ;19.43 ;18.82 ;19.00 ;19.68 ;NC    ;18.73 ;18.61 ;NC    ;NC    ;17.39 ;17.70 ;58.1   ;1016.16  ;04/09/2021 ;0:06:59 ; 6870 
19.18 ;19.38 ;18.65 ;NC    ;19.43 ;18.81 ;19.00 ;19.70 ;NC    ;18.76 ;18.61 ;NC    ;NC    ;17.44 ;17.65 ;58.0   ;1016.17  ;04/09/2021 ;0:08:48 ; 6871 
19.19 ;19.37 ;18.66 ;NC    ;19.43 ;18.81 ;19.01 ;19.69 ;NC    ;18.80 ;18.61 ;NC    ;NC    ;17.37 ;17.72 ;58.0   ;1016.17  ;04/09/2021 ;0:10:37 ; 6872 
19.19 ;19.36 ;18.66 ;NC    ;19.46 ;18.82 ;19.02 ;19.69 ;NC    ;18.83 ;18.62 ;NC    ;NC    ;17.23 ;17.78 ;57.9   ;1016.15  ;04/09/2021 ;0:12:26 ; 6873 
19.20 ;19.36 ;18.67 ;NC    ;19.46 ;18.82 ;19.03 ;19.70 ;NC    ;18.86 ;18.62 ;NC    ;NC    ;17.09 ;17.60 ;57.7   ;1016.17  ;04/09/2021 ;0:14:15 ; 6874 
19.20 ;19.39 ;18.68 ;NC    ;19.42 ;18.82 ;19.03 ;19.70 ;NC    ;18.88 ;18.63 ;NC    ;NC    ;16.98 ;17.51 ;57.6   ;1016.17  ;04/09/2021 ;0:16:04 ; 6875 
19.21 ;19.34 ;18.69 ;NC    ;19.43 ;18.82 ;19.04 ;19.71 ;NC    ;18.90 ;18.63 ;NC    ;NC    ;16.99 ;17.47 ;57.5   ;1016.17  ;04/09/2021 ;0:17:53 ; 6876 
19.21 ;19.39 ;18.69 ;NC    ;19.45 ;18.82 ;19.05 ;19.74 ;NC    ;18.89 ;18.64 ;NC    ;NC    ;17.05 ;17.46 ;55.8   ;1016.16  ;04/09/2021 ;0:19:42 ; 6877 
19.20 ;19.35 ;18.69 ;NC    ;19.47 ;18.82 ;19.02 ;19.70 ;NC    ;18.74 ;18.63 ;NC    ;NC    ;17.26 ;17.49 ;54.6   ;1016.17  ;04/09/2021 ;0:21:31 ; 6878 
19.19 ;19.39 ;18.67 ;NC    ;19.47 ;18.82 ;19.00 ;19.67 ;NC    ;18.66 ;18.63 ;NC    ;NC    ;17.23 ;17.55 ;56.0   ;1016.20  ;04/09/2021 ;0:23:20 ; 6879 
19.18 ;19.37 ;18.67 ;NC    ;19.51 ;18.81 ;18.99 ;19.69 ;NC    ;18.67 ;18.62 ;NC    ;NC    ;17.25 ;17.62 ;57.4   ;1016.22  ;04/09/2021 ;0:25:09 ; 6880 
19.18 ;19.39 ;18.66 ;NC    ;19.48 ;18.81 ;18.99 ;19.68 ;NC    ;18.69 ;18.61 ;NC    ;NC    ;17.30 ;17.62 ;58.0   ;1016.23  ;04/09/2021 ;0:26:58 ; 6881 
19.18 ;19.35 ;18.66 ;NC    ;19.48 ;18.81 ;19.00 ;19.69 ;NC    ;18.73 ;18.61 ;NC    ;NC    ;17.34 ;17.64 ;57.9   ;1016.21  ;04/09/2021 ;0:28:47 ; 6882 
19.18 ;19.39 ;18.66 ;NC    ;19.46 ;18.81 ;19.01 ;19.69 ;NC    ;18.76 ;18.61 ;NC    ;NC    ;17.35 ;17.68 ;58.0   ;1016.19  ;04/09/2021 ;0:30:36 ; 6883 
19.19 ;19.39 ;18.66 ;NC    ;19.44 ;18.80 ;19.02 ;19.69 ;NC    ;18.80 ;18.61 ;NC    ;NC    ;17.41 ;17.67 ;57.9   ;1016.18  ;04/09/2021 ;0:32:25 ; 6884 
19.19 ;19.36 ;18.67 ;NC    ;19.46 ;18.81 ;19.02 ;19.75 ;NC    ;18.83 ;18.62 ;NC    ;NC    ;17.38 ;17.68 ;57.8   ;1016.18  ;04/09/2021 ;0:34:15 ; 6885 
19.19 ;19.35 ;18.67 ;NC    ;19.44 ;18.81 ;19.03 ;19.73 ;NC    ;18.86 ;18.62 ;NC    ;NC    ;17.31 ;17.65 ;57.8   ;1016.20  ;04/09/2021 ;0:36:04 ; 6886 
19.20 ;19.37 ;18.68 ;NC    ;19.47 ;18.81 ;19.03 ;19.72 ;NC    ;18.88 ;18.63 ;NC    ;NC    ;17.16 ;17.55 ;57.7   ;1016.20  ;04/09/2021 ;0:37:53 ; 6887 
19.20 ;19.36 ;18.69 ;NC    ;19.47 ;18.81 ;19.04 ;19.74 ;NC    ;18.90 ;18.63 ;NC    ;NC    ;17.03 ;17.52 ;57.6   ;1016.21  ;04/09/2021 ;0:39:42 ; 6888 
