19.74 ;19.99 ;19.28 ;NC    ;20.13 ;19.33 ;19.56 ;20.24 ;NC    ;19.46 ;19.18 ;NC    ;NC    ;17.39 ;17.73 ;56.1   ;1015.03  ;07/09/2021 ;0:00:08 ; 9243 
19.74 ;19.95 ;19.29 ;NC    ;20.11 ;19.33 ;19.56 ;20.24 ;NC    ;19.46 ;19.18 ;NC    ;NC    ;17.24 ;17.56 ;56.0   ;1015.09  ;07/09/2021 ;0:01:57 ; 9244 
19.74 ;20.00 ;19.28 ;NC    ;20.14 ;19.33 ;19.56 ;20.22 ;NC    ;19.46 ;19.18 ;NC    ;NC    ;17.07 ;17.66 ;56.1   ;1015.04  ;07/09/2021 ;0:03:46 ; 9245 
19.74 ;20.00 ;19.29 ;NC    ;20.14 ;19.33 ;19.56 ;20.25 ;NC    ;19.46 ;19.18 ;NC    ;NC    ;17.02 ;17.47 ;56.1   ;1014.93  ;07/09/2021 ;0:05:35 ; 9246 
19.74 ;19.98 ;19.29 ;NC    ;20.14 ;19.33 ;19.56 ;20.24 ;NC    ;19.46 ;19.18 ;NC    ;NC    ;17.04 ;17.37 ;56.0   ;1014.88  ;07/09/2021 ;0:07:24 ; 9247 
19.74 ;19.96 ;19.29 ;NC    ;20.11 ;19.33 ;19.56 ;20.27 ;NC    ;19.46 ;19.18 ;NC    ;NC    ;17.03 ;18.17 ;55.9   ;1014.89  ;07/09/2021 ;0:09:13 ; 9248 
19.74 ;19.99 ;19.29 ;NC    ;20.12 ;19.33 ;19.56 ;20.22 ;NC    ;19.46 ;19.18 ;NC    ;NC    ;17.15 ;17.42 ;55.9   ;1014.88  ;07/09/2021 ;0:11:02 ; 9249 
19.74 ;19.93 ;19.29 ;NC    ;20.11 ;19.33 ;19.56 ;20.26 ;NC    ;19.46 ;19.18 ;NC    ;NC    ;17.29 ;17.59 ;55.9   ;1014.82  ;07/09/2021 ;0:12:51 ; 9250 
19.73 ;19.96 ;19.29 ;NC    ;20.11 ;19.33 ;19.56 ;20.34 ;NC    ;19.46 ;19.18 ;NC    ;NC    ;17.22 ;17.55 ;55.9   ;1014.72  ;07/09/2021 ;0:14:40 ; 9251 
19.73 ;19.95 ;19.29 ;NC    ;20.16 ;19.33 ;19.56 ;20.23 ;NC    ;19.46 ;19.18 ;NC    ;NC    ;17.08 ;17.58 ;55.9   ;1014.70  ;07/09/2021 ;0:16:29 ; 9252 
