19.14 ;19.32 ;18.65 ;NC    ;19.47 ;18.67 ;18.97 ;19.65 ;NC    ;18.72 ;18.61 ;NC    ;NC    ;17.24 ;17.67 ;59.7   ;1014.05  ;05/09/2021 ;0:01:03 ; 7659 
19.14 ;19.32 ;18.64 ;NC    ;19.48 ;18.66 ;18.97 ;19.67 ;NC    ;18.75 ;18.61 ;NC    ;NC    ;17.14 ;17.60 ;60.2   ;1014.05  ;05/09/2021 ;0:02:52 ; 7660 
19.15 ;19.30 ;18.64 ;NC    ;19.38 ;18.66 ;18.98 ;19.67 ;NC    ;18.77 ;18.60 ;NC    ;NC    ;17.05 ;17.55 ;60.1   ;1014.05  ;05/09/2021 ;0:04:41 ; 7661 
19.15 ;19.31 ;18.64 ;NC    ;19.44 ;18.66 ;18.99 ;19.66 ;NC    ;18.80 ;18.60 ;NC    ;NC    ;17.00 ;17.47 ;60.0   ;1014.04  ;05/09/2021 ;0:06:30 ; 7662 
19.15 ;19.32 ;18.65 ;NC    ;19.41 ;18.66 ;18.99 ;19.68 ;NC    ;18.83 ;18.61 ;NC    ;NC    ;16.96 ;17.40 ;59.8   ;1014.04  ;05/09/2021 ;0:08:19 ; 7663 
19.16 ;19.30 ;18.65 ;NC    ;19.53 ;18.66 ;19.00 ;19.68 ;NC    ;18.85 ;18.61 ;NC    ;NC    ;17.04 ;17.34 ;59.7   ;1014.02  ;05/09/2021 ;0:10:08 ; 7664 
19.16 ;19.30 ;18.65 ;NC    ;19.47 ;18.66 ;19.01 ;19.69 ;NC    ;18.87 ;18.61 ;NC    ;NC    ;17.08 ;17.50 ;59.5   ;1013.98  ;05/09/2021 ;0:11:57 ; 7665 
19.17 ;19.30 ;18.66 ;NC    ;19.44 ;18.66 ;19.01 ;19.69 ;NC    ;18.89 ;18.62 ;NC    ;NC    ;17.12 ;17.68 ;59.4   ;1013.94  ;05/09/2021 ;0:13:46 ; 7666 
19.17 ;19.31 ;18.66 ;NC    ;19.47 ;18.67 ;19.01 ;19.68 ;NC    ;18.90 ;18.62 ;NC    ;NC    ;17.18 ;17.60 ;59.3   ;1013.92  ;05/09/2021 ;0:15:35 ; 7667 
19.17 ;19.33 ;18.67 ;NC    ;19.45 ;18.67 ;19.01 ;19.69 ;NC    ;18.92 ;18.63 ;NC    ;NC    ;17.24 ;17.61 ;59.3   ;1013.91  ;05/09/2021 ;0:17:24 ; 7668 
19.18 ;19.33 ;18.68 ;NC    ;19.42 ;18.67 ;19.01 ;19.69 ;NC    ;18.92 ;18.63 ;NC    ;NC    ;17.29 ;17.51 ;59.1   ;1013.86  ;05/09/2021 ;0:19:13 ; 7669 
19.18 ;19.36 ;18.68 ;NC    ;19.49 ;18.67 ;19.02 ;19.69 ;NC    ;18.94 ;18.63 ;NC    ;NC    ;17.30 ;17.71 ;59.2   ;1013.76  ;05/09/2021 ;0:21:02 ; 7670 
19.18 ;19.32 ;18.69 ;NC    ;19.44 ;18.67 ;19.02 ;19.68 ;NC    ;18.93 ;18.64 ;NC    ;NC    ;17.31 ;17.77 ;57.8   ;1013.72  ;05/09/2021 ;0:22:51 ; 7671 
19.17 ;19.32 ;18.68 ;NC    ;19.59 ;18.67 ;19.00 ;19.67 ;NC    ;18.82 ;18.63 ;NC    ;NC    ;17.24 ;18.11 ;56.4   ;1013.70  ;05/09/2021 ;0:24:40 ; 7672 
19.15 ;19.32 ;18.66 ;NC    ;19.47 ;18.67 ;18.97 ;19.65 ;NC    ;18.73 ;18.63 ;NC    ;NC    ;17.11 ;17.59 ;57.6   ;1013.67  ;05/09/2021 ;0:26:29 ; 7673 
19.14 ;19.32 ;18.66 ;NC    ;19.41 ;18.67 ;18.96 ;19.70 ;NC    ;18.72 ;18.62 ;NC    ;NC    ;17.02 ;17.64 ;59.1   ;1013.62  ;05/09/2021 ;0:28:18 ; 7674 
19.14 ;19.32 ;18.65 ;NC    ;19.41 ;18.66 ;18.97 ;19.65 ;NC    ;18.72 ;18.61 ;NC    ;NC    ;16.98 ;17.47 ;60.0   ;1013.61  ;05/09/2021 ;0:30:07 ; 7675 
19.14 ;19.32 ;18.64 ;NC    ;19.39 ;18.66 ;18.97 ;19.67 ;NC    ;18.75 ;18.61 ;NC    ;NC    ;16.97 ;17.45 ;60.0   ;1013.66  ;05/09/2021 ;0:31:56 ; 7676 
19.15 ;19.32 ;18.64 ;NC    ;19.52 ;18.66 ;18.98 ;19.67 ;NC    ;18.78 ;18.60 ;NC    ;NC    ;16.98 ;17.45 ;59.8   ;1013.74  ;05/09/2021 ;0:33:46 ; 7677 
19.15 ;19.30 ;18.64 ;NC    ;19.38 ;18.66 ;18.99 ;19.68 ;NC    ;18.81 ;18.61 ;NC    ;NC    ;17.04 ;17.53 ;59.7   ;1013.80  ;05/09/2021 ;0:35:35 ; 7678 
19.15 ;19.29 ;18.65 ;NC    ;19.38 ;18.66 ;18.99 ;19.67 ;NC    ;18.83 ;18.61 ;NC    ;NC    ;17.20 ;17.53 ;59.7   ;1013.87  ;05/09/2021 ;0:37:24 ; 7679 
19.16 ;19.30 ;18.65 ;NC    ;19.49 ;18.66 ;19.00 ;19.73 ;NC    ;18.86 ;18.61 ;NC    ;NC    ;17.16 ;17.61 ;59.5   ;1013.90  ;05/09/2021 ;0:39:13 ; 7680 
19.16 ;19.31 ;18.66 ;NC    ;19.38 ;18.66 ;19.01 ;19.68 ;NC    ;18.88 ;18.62 ;NC    ;NC    ;17.22 ;17.61 ;59.5   ;1013.91  ;05/09/2021 ;0:41:02 ; 7681 
